incident_type,creation_date,closed_date,latitude,longitude,borough
Transportation-Train Ground Level,2013-09-09T11:53:32.000,2013-12-17T19:12:23.000,40.75017497870191,-73.99251958654037,Manhattan
Fire-10-76 (Commercial High Rise),2013-09-06T10:50:24.000,2013-09-06T12:22:08.000,40.752866664944264,-73.97904071244628,Manhattan
Structural-Street Collapse,2013-08-27T14:46:46.000,2013-08-29T15:47:09.000,40.75043897321828,-73.98929516428778,Manhattan
HazMat-High Carbon Monoxide,2013-08-26T16:02:10.000,2013-08-26T16:58:35.000,40.75121503140244,-73.9833542556865,Manhattan
Structural-Sidewalk Shed,2013-08-26T10:08:54.000,2013-08-26T12:28:01.000,40.757581503890435,-73.9758050543742,Manhattan
Structural-Sidewalk Shed,2013-08-23T05:17:15.000,2013-08-23T09:44:18.000,40.751410331642816,-73.98659890943124,Manhattan
Fire-10-76 (Commercial High Rise),2013-08-22T23:58:36.000,2013-08-23T04:58:31.000,40.751878910921334,-73.9810910833252,Manhattan
Transportation-Train Subway,2013-08-19T07:53:37.000,2013-08-19T09:39:03.000,40.74999455207903,-73.99212120686623,Manhattan
Structural-Overturned Excavator,2013-08-09T10:06:54.000,2013-08-09T16:14:18.000,40.756503653704875,-73.9801729546141,Manhattan
Fire-Sensitive Location,2013-07-30T10:58:22.000,2013-07-30T11:40:33.000,40.761422837072786,-73.98404839173949,Manhattan
LawEnforcement-Suspicious Package,2013-07-18T17:30:30.000,2013-07-18T18:13:44.000,40.748821739811376,-73.98426795474525,Manhattan
Transportation-Delay in Commuter Service,2013-07-17T17:54:22.000,2013-07-17T22:54:15.000,40.752190433881715,-73.99346359839568,Manhattan
Fire-Commercial,2013-07-12T17:31:12.000,2013-07-12T19:40:07.000,40.75043897321828,-73.98929516428778,Manhattan
LawEnforcement-Suspicious Package,2013-06-26T19:25:10.000,2013-06-26T19:52:27.000,40.75723226512758,-73.98979219054627,Manhattan
Rescue-High Angle,2013-06-12T15:04:22.000,2013-06-12T22:19:47.000,40.76644561281286,-73.98332517870548,Manhattan
LawEnforcement-Suspicious Package,2013-05-29T09:21:15.000,2013-05-29T10:05:50.000,40.75680948253364,-73.98880324470947,Manhattan
LawEnforcement-Suspicious Package,2013-05-27T10:27:56.000,2013-05-27T11:27:46.000,40.758888056470234,-73.9760644739011,Manhattan
Structural-Scaffold,2013-05-23T17:01:58.000,2013-05-24T11:45:43.000,40.751756699723,-73.99241695728355,Manhattan
Fire-10-76 (Commercial High Rise),2013-05-20T11:58:20.000,2013-05-20T13:30:25.000,40.75249895075808,-73.97949559922893,Manhattan
Rescue-High Angle,2013-05-17T13:30:40.000,2013-05-17T14:11:46.000,40.75011278720584,-73.99632947923503,Manhattan
Structural-Construction Accident,2013-05-09T12:10:50.000,2013-05-09T12:46:29.000,40.76030123213456,-73.99498249332406,Manhattan
LawEnforcement-Suspicious Package,2013-05-06T09:11:26.000,2013-05-06T10:00:57.000,40.75211983754359,-73.97767664192217,Manhattan
Fire-1st Alarm,2013-05-02T16:34:36.000,2013-05-03T11:01:25.000,40.768033204849246,-73.9958483434727,Manhattan (Pier 92)
LawEnforcement-Suspicious Package,2013-05-02T07:53:29.000,2013-05-02T08:51:10.000,40.75065868908125,-73.99087595619766,Manhattan
Structural-Crane,2013-05-01T13:36:57.000,2013-05-11T12:48:00.000,40.76520433298488,-73.97927869870011,Manhattan
Fire-10-77 (Residential High Rise),2013-04-17T17:08:12.000,2013-04-17T18:40:55.000,40.76221795556279,-73.97874176445413,Manhattan
LawEnforcement-Suspicious Package,2013-04-17T15:45:10.000,2013-04-17T16:28:21.000,40.75723226512758,-73.98979219054627,Manhattan
Structural-Scaffold,2013-04-16T17:23:51.000,2013-04-16T20:23:43.000,40.75728553350094,-73.97811527626749,Manhattan
Utility-Power Outage,2013-04-15T01:20:15.000,2013-04-15T11:57:56.000,40.75811389715403,-73.97539336674451,Manhattan
Rescue-Technical,2013-04-14T21:12:46.000,2013-04-14T23:56:46.000,40.75143853529087,-73.99767926074567,Manhattan
Utility-Water Main,2013-04-14T14:50:01.000,2013-04-14T20:19:17.000,40.75811389715403,-73.97539336674451,Manhattan
LawEnforcement-Suspicious Package,2013-03-29T09:50:46.000,2013-03-29T10:16:29.000,40.749484412442975,-73.9753821176979,Manhattan
Transportation-Truck Stuck in Tunnel,2013-03-19T15:42:57.000,2013-03-19T16:24:52.000,40.75084370688375,-73.97860824436275,Manhattan
Fire-1st Alarm,2013-03-15T11:39:50.000,2013-03-15T17:09:21.000,40.758662178793934,-73.98873795996684,Manhattan
HazMat-Fuel,2013-03-15T07:59:48.000,2013-03-15T10:49:46.000,40.75034217553468,-73.98317401491663,Manhattan
Utility-Water Main,2013-03-14T12:05:25.000,2013-03-14T13:10:00.000,40.76468810251521,-73.97809479410303,Manhattan
Fire-10-77 (Residential High Rise),2013-03-13T21:49:45.000,2013-03-13T22:38:28.000,40.76505247856055,-73.97479515741158,Manhattan
LawEnforcement-Suspicious Package,2013-02-11T20:33:00.000,2013-02-11T21:09:36.000,40.75714470557894,-73.99356056997792,Manhattan
Fire-1st Alarm,2013-01-26T19:57:55.000,2013-01-26T20:41:11.000,40.75619207263062,-73.99056478174674,Manhattan
HazMat-High Carbon Monoxide,2013-01-25T16:09:39.000,2013-01-25T18:12:02.000,40.76004576419876,-73.99146666165431,Manhattan
Utility-Defective Electrical Service,2013-01-25T08:11:45.000,2013-01-26T10:50:58.000,40.76008719938761,-73.99653829249006,Manhattan
HazMat-Chemical,2013-01-21T20:01:44.000,2013-01-21T22:27:12.000,40.766435231307064,-73.9881518175375,Manhattan
Transportation-Truck,2013-01-11T07:28:43.000,2013-01-11T11:30:39.000,40.750217986724564,-73.9790559824659,Manhattan
Utility-Gas Service Line,2013-01-02T08:56:06.000,2013-01-02T09:20:40.000,40.75619207263062,-73.99056478174674,Manhattan
Utility-Water Service Line,2012-12-27T21:17:16.000,2012-12-28T11:45:27.000,40.761376635086776,-73.98780256917861,Manhattan
Utility-Water Main,2012-12-26T12:19:14.000,2012-12-27T10:30:17.000,40.76553005237262,-73.99767154972493,Manhattan
Rescue-Confined Space,2012-12-20T16:42:35.000,2012-12-20T18:31:03.000,40.750177135493956,-73.98089667126477,Manhattan
LawEnforcement-Suspicious Package,2012-12-18T07:07:20.000,2012-12-18T08:12:48.000,40.756568078700425,-73.99027596730663,Manhattan
Structural-Crane,2012-11-26T08:51:51.000,2012-11-26T22:00:15.000,40.756623320958255,-73.99618834928643,Manhattan
LawEnforcement-Suspicious Package,2012-11-20T22:43:59.000,2012-11-20T23:13:34.000,40.75503340146588,-73.98663788428713,Manhattan
LawEnforcement-Suspicious Package,2012-11-19T01:59:19.000,2012-11-19T02:21:30.000,40.75417678568123,-73.98459514409515,Manhattan
Fire-10-77 (Residential High Rise),2012-11-16T12:21:43.000,2012-11-16T13:20:10.000,40.75213943744367,-73.97977001477794,Manhattan
Structural-Crane,2012-10-29T14:42:56.000,,40.764987402402305,-73.97875171040867,Manhattan
LawEnforcement-Suspicious Package,2012-10-21T21:55:33.000,2012-10-21T22:49:39.000,40.75603526914547,-73.98694809910083,Manhattan
Fire-10-76 (Commercial High Rise),2012-10-20T05:30:39.000,2012-10-20T06:47:12.000,40.75826656948823,-73.98546772308859,Manhattan
LawEnforcement-Suspicious Package,2012-10-18T11:36:27.000,2012-10-18T12:09:01.000,40.76574275236206,-73.98195355010907,Manhattan
HazMat-Chemical,2012-10-01T10:11:14.000,2012-10-01T11:34:58.000,40.76037723892242,-73.98516404600166,Manhattan
Structural-Life Safety Violations,2012-09-24T20:12:22.000,2012-09-24T23:26:14.000,40.76321544865828,-73.98634023305004,Manhattan
LawEnforcement-Suspicious Package,2012-09-23T16:01:19.000,2012-09-23T17:33:42.000,40.75811389715403,-73.97539336674451,Manhattan
Structural-Scaffold,2012-08-25T13:12:35.000,2012-08-25T14:41:24.000,40.75720798792215,-73.99751663001076,Manhattan
Fire-1st Alarm,2012-08-24T09:05:13.000,2012-08-24T10:26:01.000,40.75591446978022,-73.98668102129851,Manhattan
Utility-Internal Water/Steam Condition,2012-08-23T00:26:44.000,2012-08-23T11:12:23.000,40.751745721447406,-73.99242778629356,Manhattan
Fire-10-77 (Residential High Rise),2012-08-09T13:00:17.000,2012-08-09T13:44:30.000,40.76415367401423,-73.98278426363514,Manhattan
Medical-Other,2012-08-09T09:10:51.000,2012-08-09T10:12:02.000,40.76173420240935,-73.97533788234067,Manhattan
Structural-Falling Debris,2012-08-05T20:06:34.000,2012-08-07T12:12:23.000,40.751729247718316,-73.99234838461001,Manhattan
Utility-Water Main,2012-08-02T11:43:41.000,2012-08-02T13:02:12.000,40.764696330558436,-73.97806230179873,Manhattan
Structural-Falling Debris,2012-07-31T16:28:21.000,2012-07-31T21:45:54.000,40.75145295539527,-73.97815328477259,Manhattan
Fire-10-76 (Commercial High Rise),2012-07-30T16:37:47.000,2012-07-30T19:41:36.000,40.751430168235984,-73.99400144920871,Manhattan
Weather-Lightning,2012-07-18T18:02:15.000,2012-07-19T12:58:28.000,40.75870132916502,-73.9756602623889,Manhattan
LawEnforcement-Suspicious Package,2012-07-15T15:20:03.000,2012-07-15T15:54:08.000,40.75603526914547,-73.98694809910083,Manhattan
LawEnforcement-Suspicious Package,2012-07-12T17:09:31.000,2012-07-12T18:54:18.000,40.762967808692984,-73.98189293433462,Manhattan
Structural-Scaffold,2012-07-11T10:34:37.000,2012-07-11T18:54:45.000,40.75725607007134,-73.98236372876967,Manhattan
Marine-Passenger Liner,2012-07-08T07:55:09.000,2012-07-08T08:17:13.000,40.764281209686665,-73.99858129643454,Manhattan
Fire-1st Alarm,2012-06-13T13:23:41.000,2012-06-13T19:47:41.000,40.76221795556279,-73.97874176445413,Manhattan
Structural-Construction Accident,2012-05-24T20:50:53.000,2012-05-25T05:39:54.000,40.75080873414701,-73.98284545962457,Manhattan
Fire-10-77 (Residential High Rise),2012-05-22T07:13:23.000,2012-05-22T09:26:49.000,40.764696330558436,-73.97806230179873,Manhattan
Structural-Construction Accident,2012-05-21T11:20:58.000,2012-05-21T12:55:20.000,40.76426349532169,-73.98299722122701,Manhattan
HazMat-Solid,2012-05-18T19:46:31.000,2012-05-18T20:04:23.000,40.76273581782801,-73.99494982127872,Manhattan
Fire-10-76 (Commercial High Rise),2012-05-15T21:08:26.000,2012-05-16T05:22:31.000,40.75955465942852,-73.97434602823967,Manhattan
HazMat-Solid,2012-05-02T14:22:29.000,2012-05-02T16:04:51.000,40.76353750133895,-73.97535165418176,Manhattan
HazMat-Solid,2012-05-01T18:32:00.000,2012-05-01T20:13:15.000,40.75671041977941,-73.98645707175189,Manhattan
HazMat-Suspicious White Powder,2012-05-01T10:14:26.000,2012-05-01T12:59:57.000,40.7583922647852,-73.98153682640788,Manhattan
LawEnforcement-Haz Mat,2012-04-30T18:33:57.000,2012-04-30T20:05:09.000,40.75564082079149,-73.97510913260558,Manhattan
LawEnforcement-Haz Mat,2012-04-30T15:51:33.000,2012-04-30T16:55:50.000,40.75487871313446,-73.97987746556599,Manhattan
Structural-Scaffold,2012-04-19T16:34:10.000,2012-04-19T18:18:03.000,40.764987402402305,-73.97875171040867,Manhattan
Structural-Falling Debris,2012-04-18T11:52:28.000,2012-04-18T14:36:25.000,40.76464965686835,-73.97799372806864,Manhattan
Structural-Elevator Incident,2012-04-12T11:27:55.000,2012-04-12T12:16:18.000,40.768051374324635,-73.98394572025195,Manhattan
LawEnforcement-Suspicious Package,2012-04-10T10:29:42.000,2012-04-10T10:50:41.000,40.76030123213456,-73.99498249332406,Manhattan
Fire-10-76 (Commercial High Rise),2012-04-09T11:20:30.000,2012-04-09T12:42:41.000,40.76649204683904,-73.9818269952337,Manhattan
LawEnforcement-Suspicious Package,2012-04-08T16:10:40.000,2012-04-08T16:14:15.000,40.75869473312834,-73.98533768299346,Manhattan
Fire-10-76 (Commercial High Rise),2012-04-04T15:32:05.000,2012-04-05T08:48:36.000,40.75043897321828,-73.98929516428778,Manhattan
Fire-Fatal Elevator Incident,2012-03-28T22:23:33.000,2012-03-29T04:13:04.000,40.76085673875629,-73.97971683065786,Manhattan
Fire-Manhole,2012-03-25T02:21:04.000,2012-03-25T04:28:03.000,40.76452115141592,-73.9807734288264,Manhattan
Structural-Falling Debris,2012-03-20T21:56:16.000,2012-03-20T22:46:50.000,40.75811389715403,-73.97539336674451,Manhattan
Utility-Steam Condition,2012-03-15T11:21:09.000,2012-03-16T09:02:16.000,40.75090445622508,-73.98067269180153,Manhattan
Fire-1st Alarm,2012-03-08T12:34:52.000,2012-03-09T14:26:44.000,40.75198465563699,-73.99501921239843,Manhattan
LawEnforcement-Suspicious Package,2012-02-17T21:07:25.000,2012-02-17T22:39:05.000,40.75211983754359,-73.97767664192217,Manhattan
Structural-Collapse,2012-01-25T19:43:43.000,2012-01-25T20:19:33.000,40.759702115606096,-73.9858283783453,Manhattan
HazMat-High Carbon Monoxide,2012-01-23T09:59:29.000,2012-01-23T11:04:41.000,40.757355352597216,-73.98577473427102,Manhattan
Structural-Falling Debris,2012-01-13T17:31:17.000,2012-01-13T18:54:00.000,40.75685990592501,-73.97712640470647,Manhattan
Medical-Injured Construction Worker,2012-01-05T10:07:12.000,2012-01-05T12:24:26.000,40.757272160456374,-73.98004639150709,Manhattan
LawEnforcement-Suspicious Package,2011-12-31T10:58:26.000,2011-12-31T11:29:31.000,40.76561106186609,-73.98232180629114,Manhattan
Fire-10-77 (Residential High Rise),2011-12-18T10:44:58.000,2011-12-18T12:13:11.000,40.75239357043159,-73.9939255673967,Manhattan
Rescue-elevator rescue,2011-12-14T10:22:14.000,2011-12-23T15:16:55.000,40.7517552194839,-73.98003721625732,Manhattan
Fire-10-76 (Commercial High Rise),2011-12-12T06:29:28.000,2011-12-12T07:41:22.000,40.751194412417895,-73.97548615325697,Manhattan
Fire-1st Alarm,2011-11-29T22:30:13.000,2011-11-29T23:59:16.000,40.760116784047895,-73.98767285043459,Manhattan
LawEnforcement-Suspicious Package,2011-11-27T21:09:05.000,2011-11-27T21:57:22.000,40.756784769961286,-73.98870218212154,Manhattan
Fire-10-77 (Residential High Rise),2011-11-16T09:57:43.000,2011-11-16T11:26:19.000,40.76267415284007,-73.98209516552761,Manhattan
LawEnforcement-Suspicious Package,2011-11-07T21:07:42.000,2011-11-07T21:50:17.000,40.75503340146588,-73.98663788428713,Manhattan
LawEnforcement-Suspicious Package,2011-11-06T11:54:59.000,2011-11-06T12:35:53.000,40.75793446811854,-73.98556886403077,Manhattan
LawEnforcement-Suspicious Package,2011-11-05T14:43:46.000,2011-11-05T15:26:34.000,40.75714470557894,-73.99356056997792,Manhattan
Medical-Eleteric Shock,2011-11-04T09:34:04.000,2011-11-04T11:19:39.000,40.7500164543691,-73.9913452349282,Manhattan
HazMat-Heavy Fumes In Building,2011-11-03T11:35:00.000,2011-11-03T13:49:41.000,40.75766053272766,-73.99083168221189,Manhattan
Utility-Manhole,2011-11-01T17:41:19.000,2011-11-01T20:40:45.000,40.767187462432425,-73.98996394904202,Manhattan
Fire-Haz Mat,2011-11-01T12:18:55.000,2011-11-01T13:43:33.000,40.75117410265535,-73.98512639417024,Manhattan
Utility-Steam Main,2011-10-30T03:21:11.000,2011-10-30T11:58:29.000,40.75203196771056,-73.97748177083902,Manhattan
Structural-Falling Debris,2011-10-19T09:15:09.000,2011-10-19T11:14:33.000,40.76501827898181,-73.98285984957442,Manhattan
Fire-Haz Mat,2011-10-18T10:59:06.000,2011-10-18T17:12:06.000,40.756533849625605,-73.98019460270392,Manhattan
Fire-10-77 (Residential High Rise),2011-10-17T17:57:56.000,2011-10-17T18:36:41.000,40.76187184888168,-73.97733044223443,Manhattan
HazMat-Liquid,2011-10-07T07:43:10.000,2011-10-07T09:54:40.000,40.75076600675355,-73.97445047036096,Manhattan
Structural-Scaffold,2011-10-05T08:53:41.000,2011-10-05T11:55:48.000,40.76157378591212,-73.98396172072285,Manhattan
Structural-Tree Into Building,2011-09-25T11:10:14.000,2011-09-28T11:58:05.000,40.75026650254423,-73.99663985966846,Manhattan
Structural-Street Collapse,2011-09-23T11:27:15.000,2011-09-23T18:43:03.000,40.76306011762095,-73.97631205538816,Manhattan
Rescue-Confined Space,2011-09-23T10:35:39.000,2011-09-23T13:27:45.000,40.7539413185314,-73.98982878857468,Manhattan
LawEnforcement-Suspicious Package,2011-09-20T09:26:49.000,2011-09-20T10:06:08.000,40.75084370688375,-73.97860824436275,Manhattan
LawEnforcement-Suspicious Package,2011-09-19T15:57:27.000,2011-11-27T22:00:51.000,40.75723226512758,-73.98979219054627,Manhattan
LawEnforcement-Suspicious Package,2011-09-11T00:48:54.000,2011-09-11T02:12:27.000,40.754840949475955,-73.98411854690194,Manhattan
LawEnforcement-Suspicious Package,2011-09-02T10:26:27.000,2011-09-02T10:37:34.000,40.74902255980048,-73.98803942302837,Manhattan
Utility-Water Service Line,2011-08-31T11:52:00.000,2011-09-02T12:53:35.000,40.75143853529087,-73.99767926074567,Manhattan
Fire-3rd Alarm,2011-08-30T02:29:56.000,2011-08-30T05:08:36.000,40.75954547756238,-73.98437732186935,Manhattan
Fire-10-76 (Commercial High Rise),2011-08-28T11:05:31.000,2011-08-28T15:02:09.000,40.76085673875629,-73.97971683065786,Manhattan
LawEnforcement-Suspicious Package,2011-08-23T16:21:32.000,2011-08-23T17:08:58.000,40.76040496070708,-73.98747426235282,Manhattan
Utility-Water Service Line,2011-08-23T16:11:54.000,2011-08-23T16:58:59.000,40.75793446811854,-73.98556886403077,Manhattan
Transportation-Train Ground Level,2011-08-09T08:36:24.000,2011-08-09T22:43:28.000,40.7509907832196,-73.99062326583427,Manhattan
Structural-Scaffold,2011-08-03T17:40:51.000,2011-08-03T17:58:23.000,40.76161921306351,-73.9767313033155,Manhattan
LawEnforcement-Suspicious Package,2011-08-02T22:23:00.000,2011-08-02T22:49:34.000,40.75725654757144,-73.98582167954895,Manhattan
LawEnforcement-Suspicious Package,2011-07-26T09:12:31.000,2011-07-26T09:27:04.000,40.75031835873884,-73.9911105992578,Manhattan
Structural-Shaking Building,2011-07-20T19:18:52.000,2011-07-20T19:38:27.000,40.754352938514224,-73.98883614217512,Manhattan
Structural-Construction Accident,2011-07-20T07:59:03.000,2011-07-20T11:08:50.000,40.75701602394183,-73.97550927756517,Manhattan
Structural-Tour Bus into Scaffolding,2011-07-19T09:52:38.000,2011-07-19T11:19:25.000,40.761689616067486,-73.98858583679338,Manhattan
Structural-Falling Debris,2011-07-05T15:32:04.000,2011-07-05T17:50:18.000,40.75043897321828,-73.98929516428778,Manhattan
Structural-Street Collapse,2011-06-21T12:37:34.000,,40.763544405712814,-73.98322121815639,Manhattan
Utility-Power Outage,2011-06-09T07:08:11.000,2011-06-09T12:53:13.000,40.75968957983916,-73.97634574122544,Manhattan
LawEnforcement-Suspicious Package,2011-05-06T16:19:59.000,2011-05-06T17:27:06.000,40.752691002481406,-73.97904798632538,Manhattan
